method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
STSMOTE,2,13,0,Brute Force -XSS,0.9709172254466414,11,2,0.8549999995055251,57,1,0.7348066293639083,95,1,0.8521303253204692,58,1
STSMOTE,2,14,0,Brute Force -XSS,0.6388059697106705,121,0,0.6388059697106705,121,0,0.6388059697106705,121,0,0.6388059697106705,121,0
STSMOTE,2,15,0,Brute Force -XSS,0.6371681411487194,120,3,0.6390532539950282,120,2,0.6409495544546839,120,1,0.6428571424170918,120,0
STSMOTE,2,16,0,Brute Force -XSS,0.72777777730929,97,1,0.72777777730929,97,1,0.7472527467805821,92,0,0.833759590302392,65,0
STSMOTE,2,17,0,Brute Force -XSS,0.8277634956545357,67,0,0.8316326525703093,65,1,0.8247422675523435,68,0,0.8367346933866097,64,0
STSMOTE,2,18,0,Brute Force -XSS,0.5642633224726958,138,1,0.5129870125991314,149,1,0.49836065535699,152,1,0.5414012734841576,143,1
STSMOTE,2,19,0,Brute Force -XSS,0.6369047614647463,121,1,0.6388059697106705,121,0,0.6388059697106705,121,0,0.6388059697106705,121,0
STSMOTE,2,20,0,Brute Force -XSS,0.9686098649667598,12,2,0.8937198062641135,43,1,0.951724137427824,21,0,0.8346055974729782,64,1
STSMOTE,2,21,0,Brute Force -XSS,0.6369047614647463,121,1,0.6388059697106705,121,0,0.6388059697106705,121,0,0.6388059697106705,121,0
STSMOTE,2,22,0,Brute Force -XSS,0.8463476065596761,60,1,0.8247422675523435,68,0,0.8484848479920417,60,0,0.8455696197608076,61,0
STSMOTE,2,23,0,Brute Force -XSS,0.6388059697106705,121,0,0.6388059697106705,121,0,0.6388059697106705,121,0,0.6388059697106705,121,0
STSMOTE,2,24,0,Brute Force -XSS,0.961625281663132,15,2,0.8663366331673611,53,1,0.8628428922731823,55,0,0.7872340420716387,80,0
STSMOTE,5,0,0,Brute Force -XSS,0.9842696624169875,6,1,0.91127098271219,35,2,0.9086538456528176,36,2,0.9336492885973025,28,0
STSMOTE,5,1,0,Brute Force -XSS,0.9773755651066012,9,1,0.9510489505457154,21,0,0.9583333328297646,18,0,0.9795918362304596,9,0
STSMOTE,5,2,0,Brute Force -XSS,0.9563218385766574,17,2,0.9051094885511928,39,0,0.9656750567042608,14,1,0.923444975575067,32,0
STSMOTE,5,3,0,Brute Force -XSS,0.752747252271027,88,2,0.7288135588546872,96,0,0.6764705877836505,110,0,0.7569060768734318,88,0
STSMOTE,5,4,0,Brute Force -XSS,0.9705215414459202,11,2,0.7616438351393807,86,1,0.7717391299554142,83,1,0.907766989791109,38,0
STSMOTE,5,5,0,Brute Force -XSS,0.98654708469741,5,1,0.9186602865798744,33,1,0.8431876601763404,61,0,0.923444975575067,32,0
STSMOTE,5,6,0,Brute Force -XSS,0.9681818176776756,12,2,0.9160671457817112,34,1,0.9082125598858668,37,1,0.8372093018345053,63,0
STSMOTE,5,7,0,Brute Force -XSS,0.975169299721456,9,2,0.7430167593054056,92,0,0.6898550720060828,106,1,0.8402061850754464,62,0
STSMOTE,5,8,0,Brute Force -XSS,0.9729729724686816,9,3,0.9537037032001564,19,1,0.9364705877326174,26,1,0.9772727267685434,10,0
STSMOTE,5,9,0,Brute Force -XSS,0.9561200918751072,18,1,0.928571428069558,30,0,0.9633027517896746,15,1,0.923444975575067,32,0
STSMOTE,5,10,0,Brute Force -XSS,0.8556962020370069,56,1,0.8311688306787655,65,0,0.7359550557105006,94,0,0.8372093018345053,63,0
STSMOTE,5,11,0,Brute Force -XSS,0.9024390238906008,40,0,0.8290155435509007,65,1,0.8311688306787655,65,0,0.8607594931762217,55,0
STSMOTE,5,12,0,Brute Force -XSS,0.975169299721456,9,2,0.8805970144281207,48,0,0.9361702122635682,27,0,0.9311163890466426,29,0
STSMOTE,5,13,0,Brute Force -XSS,0.6303030298653259,121,1,0.6322188445485906,121,0,0.6322188445485906,121,0,0.6322188445485906,121,0
STSMOTE,5,14,0,Brute Force -XSS,0.6322188445485906,121,0,0.6322188445485906,121,0,0.6322188445485906,121,0,0.6322188445485906,121,0
STSMOTE,5,15,0,Brute Force -XSS,0.9134615379604868,35,1,0.8311688306787655,65,0,0.8311688306787655,65,0,0.8461538456613412,60,0
STSMOTE,5,16,0,Brute Force -XSS,0.8439897693280394,60,1,0.8461538456613412,60,0,0.8469387750168289,59,1,0.8461538456613412,60,0
STSMOTE,5,17,0,Brute Force -XSS,0.8380462720015595,62,1,0.7771739125640802,82,0,0.7771739125640802,82,0,0.8341968907011329,64,0
STSMOTE,5,18,0,Brute Force -XSS,0.8643216075443928,53,1,0.8311688306787655,65,0,0.8311688306787655,65,0,0.8311688306787655,65,0
STSMOTE,5,19,0,Brute Force -XSS,0.9843400442383476,5,2,0.9609195397260616,16,1,0.8721804506316165,51,0,0.946135830878752,23,0
STSMOTE,5,20,0,Brute Force -XSS,0.9463869458837324,22,1,0.9559164728144012,19,0,0.9702517157431416,13,0,0.9726027392219616,12,0
STSMOTE,5,21,0,Brute Force -XSS,0.975169299721456,9,2,0.9795918362304596,9,0,0.9795918362304596,9,0,0.9773755651066012,9,1
STSMOTE,5,22,0,Brute Force -XSS,0.8585858580908198,55,1,0.8410256405331623,61,1,0.8410256405331623,61,1,0.8520408158331294,58,0
STSMOTE,5,23,0,Brute Force -XSS,0.811518324118925,70,2,0.6994219648590497,104,0,0.8250652736624287,67,0,0.7999999995157334,75,0
STSMOTE,5,24,0,Brute Force -XSS,0.9775784748319792,7,3,0.784946236076902,79,1,0.762942778812969,85,2,0.8556962020370069,56,1
STSMOTE,2,0,0,DDOS attack-LOIC-UDP,0.952813066651088,153,3,0.8726799083317771,388,3,0.8037318585369596,565,3,0.8051140285438695,563,1
STSMOTE,2,1,0,DDOS attack-LOIC-UDP,0.90443037925065,299,3,0.8700195945436345,396,2,0.4550737591473949,1219,0,0.6640896787209605,869,0
STSMOTE,2,2,0,DDOS attack-LOIC-UDP,0.8971009870801886,320,3,0.8896728667278835,341,3,0.8596837939754056,423,3,0.8660334092690357,406,3
STSMOTE,2,3,0,DDOS attack-LOIC-UDP,0.9383624650025922,198,3,0.8770677906193025,376,3,0.7582496408481022,671,3,0.939338234795272,195,3
STSMOTE,2,4,0,DDOS attack-LOIC-UDP,0.9702557996187904,97,3,0.8974522288038553,319,3,0.8298951635312626,501,2,0.8744307086808675,384,2
STSMOTE,2,5,0,DDOS attack-LOIC-UDP,0.9002541291103134,311,3,0.887889495168847,346,3,0.7609162486327502,665,3,0.7268041232479221,741,1
STSMOTE,2,6,0,DDOS attack-LOIC-UDP,0.6702577910121024,857,0,0.2983751843839541,1425,0,0.1318918917685551,1606,0,0.2412213738334285,1491,0
STSMOTE,2,7,0,DDOS attack-LOIC-UDP,0.9841549290769864,51,3,0.8878174215563658,347,2,0.7984711600477566,579,1,0.946759962993292,172,3
STSMOTE,2,8,0,DDOS attack-LOIC-UDP,0.9157532096500156,266,3,0.3492366409315471,1362,2,0.2118863047182762,1523,2,0.8857418726953104,352,3
STSMOTE,2,9,0,DDOS attack-LOIC-UDP,0.7075542254210663,782,0,0.8814216473252958,364,3,0.6040322576414691,979,3,0.8215258850737076,522,2
STSMOTE,2,10,0,DDOS attack-LOIC-UDP,0.28401191633995,1442,0,0.4536912748166058,1221,0,0.1409359869586771,1597,0,0.2258726897378029,1508,0
STSMOTE,2,11,0,DDOS attack-LOIC-UDP,0.7289444644129923,737,0,0.8715775744748342,391,3,0.5676458415447592,1042,3,0.8756089634562614,380,3
STSMOTE,2,12,0,DDOS attack-LOIC-UDP,0.9009523804565271,309,3,0.8693664266794938,397,3,0.8910954511387201,337,3,0.8759740254809087,379,3
STSMOTE,2,13,0,DDOS attack-LOIC-UDP,0.3456199135481462,1367,0,0.8867438862495847,350,2,0.7097014920787039,777,1,0.9597355764232398,131,3
STSMOTE,2,14,0,DDOS attack-LOIC-UDP,0.9314814809831288,219,3,0.8788860098692259,371,3,0.2276923074903037,1506,0,0.7489146160286279,693,1
STSMOTE,2,15,0,DDOS attack-LOIC-UDP,0.9619190399798416,124,3,0.8693664266794938,397,3,0.7598566303523192,668,2,0.8756089634562614,380,3
STSMOTE,2,16,0,DDOS attack-LOIC-UDP,0.969624776152618,100,2,0.6804123706845691,837,0,0.6615027106334626,874,0,0.6804123706845691,837,0
STSMOTE,2,17,0,DDOS attack-LOIC-UDP,0.4290909087534876,1256,0,0.7489146160286279,693,1,0.2950172666451011,1429,0,0.6620209054799473,873,0
STSMOTE,2,18,0,DDOS attack-LOIC-UDP,0.8203204904802212,525,2,0.8630541867006606,414,3,0.7613595701893161,664,3,0.6928895608174361,812,0
STSMOTE,2,19,0,DDOS attack-LOIC-UDP,0.9278414364792889,230,3,0.8769879904188794,377,2,0.5484276725563408,1074,3,0.9251785154909103,238,3
STSMOTE,2,20,0,DDOS attack-LOIC-UDP,0.8963978318284751,322,3,0.8886035308055819,344,3,0.8701044381499137,395,3,0.896749521493091,321,3
STSMOTE,2,21,0,DDOS attack-LOIC-UDP,0.6008097161783803,986,0,0.8770677906193025,376,3,0.3812646366934015,1321,0,0.6140280556859102,962,1
STSMOTE,2,22,0,DDOS attack-LOIC-UDP,0.3820224716007027,1320,0,0.4036951497928902,1291,0,0.2313203682701206,1502,0,0.307541625596451,1414,0
STSMOTE,2,23,0,DDOS attack-LOIC-UDP,0.679403897143535,839,0,0.6206621455623758,950,1,0.3728813556284911,1332,0,0.8341200264854373,491,1
STSMOTE,2,24,0,DDOS attack-LOIC-UDP,0.7123695971563341,772,0,0.2474645028255001,1484,0,0.3384615381800296,1376,0,0.1791359323973102,1558,0
STSMOTE,5,0,0,DDOS attack-LOIC-UDP,0.9577804578838336,137,3,0.8440428375301301,464,2,0.8428810715383693,467,2,0.8753660912739586,380,3
STSMOTE,5,1,0,DDOS attack-LOIC-UDP,0.9028571423611046,303,3,0.8855207992477806,352,3,0.8775576480938929,374,3,0.8862391229346211,350,3
STSMOTE,5,2,0,DDOS attack-LOIC-UDP,0.9018112483124509,306,3,0.8638157889822107,412,2,0.8444295746200607,463,2,0.8627838099725458,414,3
STSMOTE,5,3,0,DDOS attack-LOIC-UDP,0.9011128770875952,308,3,0.8122420903008546,544,2,0.8346828605115298,488,2,0.7986086951716183,577,2
STSMOTE,5,4,0,DDOS attack-LOIC-UDP,0.9401656944996062,193,2,0.8459739387025385,459,2,0.848666666177351,452,2,0.8494337103699965,450,2
STSMOTE,5,5,0,DDOS attack-LOIC-UDP,0.9790251102824716,68,3,0.881915237293298,362,3,0.848666666177351,452,2,0.8965517236425129,321,3
STSMOTE,5,6,0,DDOS attack-LOIC-UDP,0.9286600491296724,228,2,0.8940121672922932,329,2,0.892948717453739,332,2,0.8063623784945433,559,1
STSMOTE,5,7,0,DDOS attack-LOIC-UDP,0.9956408015918398,12,3,0.9216848668970424,248,3,0.9206745778909315,251,3,0.9320148326289284,217,3
STSMOTE,5,8,0,DDOS attack-LOIC-UDP,0.9711051529105886,95,2,0.8638157889822107,412,2,0.9003502064447305,311,2,0.913549197868295,272,3
STSMOTE,5,9,0,DDOS attack-LOIC-UDP,0.9270412910263228,232,3,0.8752849229847398,381,2,0.8374284747732879,481,2,0.8114246381955593,546,2
STSMOTE,5,10,0,DDOS attack-LOIC-UDP,0.9401656944996062,193,2,0.8947199995048354,327,2,0.8697643974135011,396,2,0.8369272232322994,483,1
STSMOTE,5,11,0,DDOS attack-LOIC-UDP,0.9349768870206796,208,3,0.8898168963893227,340,3,0.8771131334470034,376,2,0.8965517236425129,321,3
STSMOTE,5,12,0,DDOS attack-LOIC-UDP,0.9401656944996062,193,2,0.8883167037218075,345,2,0.9052297934816104,297,2,0.938574938076137,197,3
STSMOTE,5,13,0,DDOS attack-LOIC-UDP,0.9633853536417052,120,2,0.8807517817487704,366,2,0.8968380704084818,321,2,0.9473042943529858,170,3
STSMOTE,5,14,0,DDOS attack-LOIC-UDP,0.944087992168163,180,3,0.8876729959651296,346,3,0.8880308875363708,345,3,0.8983104872315327,316,3
STSMOTE,5,15,0,DDOS attack-LOIC-UDP,0.9257071801050936,236,3,0.8413284127959447,471,2,0.8444295746200607,463,2,0.867627784566912,401,3
STSMOTE,5,16,0,DDOS attack-LOIC-UDP,0.9891781217574328,34,3,0.9100662664645434,283,2,0.909033480236235,286,2,0.9326328796004976,216,2
STSMOTE,5,17,0,DDOS attack-LOIC-UDP,0.9004136170670355,310,3,0.8440428375301301,464,2,0.8509647367026242,446,2,0.8862391229346211,350,3
STSMOTE,5,18,0,DDOS attack-LOIC-UDP,0.9476248472473509,169,3,0.8463593849485747,458,2,0.8382105612344732,479,2,0.8757319448549915,379,3
STSMOTE,5,19,0,DDOS attack-LOIC-UDP,0.9935934764941904,19,3,0.9003502064447305,311,2,0.8930172961096874,331,3,0.8844415747156967,355,3
STSMOTE,5,20,0,DDOS attack-LOIC-UDP,0.9070208723688492,291,3,0.8259687282702945,510,2,0.851728722914485,444,2,0.876097560482476,378,3
STSMOTE,5,21,0,DDOS attack-LOIC-UDP,0.9924198245723246,23,3,0.9583835941926389,136,2,0.9649385670756616,115,2,0.9382108817637838,199,2
STSMOTE,5,22,0,DDOS attack-LOIC-UDP,0.9424372315891912,186,2,0.8705035966299489,394,2,0.8901028272688224,340,2,0.9226450400512912,246,2
STSMOTE,5,23,0,DDOS attack-LOIC-UDP,0.9750889674712194,81,3,0.8521103351698612,443,2,0.8716105842837224,391,2,0.8338960157182754,490,2
STSMOTE,5,24,0,DDOS attack-LOIC-UDP,0.9007633582827892,309,3,0.876097560482476,378,3,0.8540145980500423,438,2,0.8753660912739586,380,3
STSMOTE,2,0,0,SQL Injection,0.6507936503442933,44,0,0.5217391300400755,55,0,0.4259259255828189,62,0,0.5714285710108044,51,0
STSMOTE,2,1,0,SQL Injection,0.5128205124143473,55,2,0.4684684681012904,59,0,0.4642857139115114,59,1,0.4999999995997324,56,2
STSMOTE,2,2,0,SQL Injection,0.4957264953206223,56,3,0.4363636360044629,61,1,0.4403669721255787,61,0,0.5546218483220111,52,1
STSMOTE,2,3,0,SQL Injection,0.8476821187019866,21,2,0.3619047615894784,66,1,0.365384615078957,66,0,0.7769784167798769,31,0
STSMOTE,2,4,0,SQL Injection,0.5217391300400755,55,0,0.6507936503442933,44,0,0.617886178424747,47,0,0.6290322576231789,46,0
STSMOTE,2,5,0,SQL Injection,0.6507936503442933,44,0,0.5344827582198275,54,0,0.5344827582198275,54,0,0.5714285710108044,51,0
STSMOTE,2,6,0,SQL Injection,0.1720430105917447,77,0,0.1318681317420601,79,0,0.1521739128995746,78,0,0.1914893615248981,76,0
STSMOTE,2,7,0,SQL Injection,0.5833333329104166,50,0,0.4259259255828189,62,0,0.3809523806367346,65,0,0.5593220334859236,52,0
STSMOTE,2,8,0,SQL Injection,0.6129032253653746,47,1,0.349514562811575,67,0,0.4545454541859504,60,0,0.5470085466017971,53,0
STSMOTE,2,9,0,SQL Injection,0.7022900758694713,39,0,0.63999999955456,45,0,0.6065573766166353,48,0,0.6870229002971855,40,1
STSMOTE,2,10,0,SQL Injection,0.4684684681012904,59,0,0.1521739128995746,78,0,0.1521739128995746,78,0,0.5087719294362881,56,0
STSMOTE,2,11,0,SQL Injection,0.4778761058134544,58,1,0.4504504500835971,60,1,0.4403669721255787,61,0,0.3962264147691349,64,0
STSMOTE,2,12,0,SQL Injection,0.7218045108060378,37,0,0.6614173223815487,43,0,0.5714285710108044,51,0,0.7857142852260204,30,0
STSMOTE,2,13,0,SQL Injection,0.7659574463187969,31,2,0.6821705421755904,41,0,0.5470085466017971,53,0,0.8111888106952906,27,0
