method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
TabSyn,5,15,0,Brute Force -XSS,0.8219895283073517,68,0,0.6445783128122913,118,0,0.6404833832465567,119,0,0.6956521734553245,105,0
TabSyn,5,16,0,Brute Force -XSS,0.8439897693280394,60,1,0.8431876601763404,61,0,0.8311688306787655,65,0,0.8431876601763404,61,0
TabSyn,5,17,0,Brute Force -XSS,0.8320413431782011,64,1,0.6526946103348453,116,0,0.714285713822449,100,0,0.8063660472598274,73,0
TabSyn,5,18,0,Brute Force -XSS,0.7374301671266659,93,1,0.6445783128122913,118,0,0.6385542164267854,119,1,0.7999999995157334,75,0
TabSyn,5,19,0,Brute Force -XSS,0.928571428069558,30,0,0.8833746893287194,47,0,0.9411764700855364,25,0,0.8997555007231186,41,0
TabSyn,5,20,0,Brute Force -XSS,0.9510489505457154,21,0,0.9130434777602394,36,0,0.946135830878752,23,0,0.918269230268156,34,0
TabSyn,5,21,0,Brute Force -XSS,0.97505668883819,10,1,0.8833746893287194,47,0,0.9336492885973025,28,0,0.926014319307386,31,0
TabSyn,5,22,0,Brute Force -XSS,0.8461538456613412,60,0,0.6607142852679103,114,0,0.6956521734553245,105,0,0.8157894731968837,70,0
TabSyn,5,23,0,Brute Force -XSS,0.7548209361636804,88,1,0.6322188445485906,121,0,0.6363636359258953,120,0,0.7637362632599778,86,0
TabSyn,5,24,0,Brute Force -XSS,0.9342722999666844,26,2,0.6936416180382738,105,1,0.6686390528053815,112,0,0.8556962020370069,56,1
TabSyn,2,0,0,DDOS attack-LOIC-UDP,0.8927313475678732,334,1,0.6617647054387809,873,1,0.6841704713908181,829,1,0.8864586678877747,350,3
TabSyn,2,1,0,DDOS attack-LOIC-UDP,0.6131621183544259,964,0,0.4653641204240319,1204,0,0.4255125281384342,1261,0,0.7286764701243086,737,1
TabSyn,2,2,0,DDOS attack-LOIC-UDP,0.8666885026198377,405,2,0.5351397117151914,1096,2,0.3148148145485799,1405,1,0.7823943657201552,617,1
