method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
SMOTE,2,20,0,Brute Force -XSS,0.8155844150971833,71,0,0.6428571424170918,120,0,0.9198113202532262,33,1,0.7839999995191467,81,0
SMOTE,2,21,0,Brute Force -XSS,0.6388059697106705,121,0,0.6223564950358248,125,0,0.6388059697106705,121,0,0.6388059697106705,121,0
SMOTE,2,22,0,Brute Force -XSS,0.8346055974729782,64,1,0.8062827220276308,74,0,0.7968337726035046,77,0,0.8031496058143716,75,0
SMOTE,2,23,0,Brute Force -XSS,0.6388059697106705,121,0,0.6223564950358248,125,0,0.6388059697106705,121,0,0.5049180324061273,151,0
SMOTE,2,24,0,Brute Force -XSS,0.8124999995133464,72,0,0.6666666662183236,114,0,0.6782608691130434,111,0,0.8571428566487648,57,0
SMOTE,5,0,0,Brute Force -XSS,0.8157894731968837,70,0,0.6918604646597316,106,0,0.6725663712310544,111,0,0.8564231733081233,55,2
SMOTE,5,1,0,Brute Force -XSS,0.8749999995034375,50,0,0.8372093018345053,63,0,0.7323943657288634,95,0,0.8402061850754464,62,0
SMOTE,5,2,0,Brute Force -XSS,0.8693467331725083,52,0,0.6322188445485906,121,0,0.6153846149547929,125,0,0.8311688306787655,65,0
SMOTE,5,3,0,Brute Force -XSS,0.674486803066193,110,1,0.6322188445485906,121,0,0.6238532105761019,123,0,0.7068965512630301,102,0
SMOTE,5,4,0,Brute Force -XSS,0.6607669612016255,113,2,0.6219512190775766,123,1,0.8498727730430886,58,1,0.7323943657288634,95,0
SMOTE,5,5,0,Brute Force -XSS,0.9108433729931428,36,1,0.8805970144281207,48,0,0.9104116217756334,37,0,0.926014319307386,31,0
SMOTE,5,6,0,Brute Force -XSS,0.8311688306787655,65,0,0.6994219648590497,104,0,0.6404833832465567,119,0,0.7978723399406548,75,1
SMOTE,5,7,0,Brute Force -XSS,0.6407185624307254,118,2,0.6238532105761019,123,0,0.9537037032001564,19,1,0.6445783128122913,118,0
SMOTE,5,8,0,Brute Force -XSS,0.9655172408754656,15,0,0.9311163890466426,29,0,0.867167919303321,52,1,0.9795918362304596,9,0
SMOTE,5,9,0,Brute Force -XSS,0.9130434777602394,36,0,0.8549618315672357,57,0,0.95348837158967,20,0,0.9051094885511928,39,0
SMOTE,5,10,0,Brute Force -XSS,0.7288135588546872,96,0,0.6486486482064768,117,0,0.6153846149547929,125,0,0.8311688306787655,65,0
SMOTE,5,11,0,Brute Force -XSS,0.8380462720015595,62,1,0.7903225801628946,78,0,0.8042328037466896,73,1,0.8341968907011329,64,0
SMOTE,5,12,0,Brute Force -XSS,0.9559164728144012,19,0,0.8636363631412994,54,0,0.9104116217756334,37,0,0.8778054857873769,49,0
SMOTE,5,13,0,Brute Force -XSS,0.6322188445485906,121,0,0.6153846149547929,125,0,0.6322188445485906,121,0,0.6322188445485906,121,0
SMOTE,5,14,0,Brute Force -XSS,0.6303030298653259,121,1,0.6153846149547929,125,0,0.6322188445485906,121,0,0.6322188445485906,121,0
SMOTE,5,15,0,Brute Force -XSS,0.8167539262131384,69,1,0.7179487174844036,99,0,0.6280487800531492,122,0,0.6445783128122913,118,0
SMOTE,5,16,0,Brute Force -XSS,0.8461538456613412,60,0,0.8311688306787655,65,0,0.8341968907011329,64,0,0.8431876601763404,61,0
SMOTE,5,17,0,Brute Force -XSS,0.8167539262131384,69,1,0.7323943657288634,95,0,0.6764705877836505,110,0,0.7999999995157334,75,0
SMOTE,5,18,0,Brute Force -XSS,0.674486803066193,110,1,0.6322188445485906,121,0,0.6111111106829561,126,0,0.6956521734553245,105,0
SMOTE,5,19,0,Brute Force -XSS,0.9361702122635682,27,0,0.8997555007231186,41,0,0.8585858580908198,55,1,0.923444975575067,32,0
SMOTE,5,20,0,Brute Force -XSS,0.9436619713281428,24,0,0.9436619713281428,24,0,0.928571428069558,30,0,0.923444975575067,32,0
SMOTE,5,21,0,Brute Force -XSS,0.9772727267685434,10,0,0.8607594931762217,55,0,0.9104116217756334,37,0,0.974943051887672,11,0
SMOTE,5,22,0,Brute Force -XSS,0.8320413431782011,64,1,0.8031914888767965,74,0,0.7738419613742178,83,0,0.8341968907011329,64,0
SMOTE,5,23,0,Brute Force -XSS,0.6705882348425087,111,1,0.6363636359258953,120,0,0.57142857101678,135,0,0.6363636359258953,120,0
SMOTE,5,24,0,Brute Force -XSS,0.8894348889360998,44,1,0.6764705877836505,110,0,0.5148514847628011,147,0,0.8372093018345053,63,0
SMOTE,2,0,0,DDOS attack-LOIC-UDP,0.577777777366438,1026,0,0.6337416036753305,926,1,0.8752436642243209,381,3,0.2780269055899419,1449,0
SMOTE,2,1,0,DDOS attack-LOIC-UDP,0.6829268288180398,832,0,0.4467415726863536,1231,0,0.4390243899008527,1242,0,0.794845001261759,587,2
SMOTE,2,2,0,DDOS attack-LOIC-UDP,0.8921599995050385,334,3,0.7316715537872707,730,2,0.4062643939631408,1287,2,0.8685415299199355,400,2
